"embla__slide__inner href","embla__slide__img src","embla__slide__img src 2","embla__slide__inner href 3","embla__slide__img src 3","embla__slide__inner href 4","embla__slide__img src 4","embla","embla__slide__number","image-counter","embla__slide__number 2","price-content","detailed-info-container","detailed-info-container 2","detailed-info-container 3","property-name","property-description","agent-name","agency-name","idx-logo src","for-sale-content-container href","for-sale-content-container","status-pill","price-container","builder-name","builder-type"
"https://www.homes.com/property/crystal-plan-regency-at-folsom-ranch-sequoia-collection/c79sptpy5dchy/","https://www.homes.com/assets/images/spacer.gif","https://imagescdn.homes.com/i2/VuoeXBolKfaCVn9_WdkMUncyrcEz1GhdDPCDTQxThds/117/3561-olive-orchard-dr-folsom-ca-interiorphoto-2.jpg?p=1","https://www.homes.com/property/crystal-plan-regency-at-folsom-ranch-sequoia-collection/c79sptpy5dchy/","https://imagescdn.homes.com/i2/DiTKrDvUJ8yxqEavxvWWxbpng7NRvmBI0QbbHst4_2s/117/3561-olive-orchard-dr-folsom-ca-interiorphoto-3.jpg?p=1","https://www.homes.com/property/crystal-plan-regency-at-folsom-ranch-sequoia-collection/c79sptpy5dchy/","https://imagescdn.homes.com/i2/rba-JaWfgWP0hKPwUvyipcMOt4E7ebpUJBrC8g_CJQI/117/3561-olive-orchard-dr-folsom-ca-primaryphoto.jpg?p=1","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/crystal-plan-regency-at-folsom-ranch-sequoia-collection/c79sptpy5dchy/"" role=""link"" aria-label=""3561 Olive Orchard Dr Unit 36358672, Folsom, CA 95630"" title=""3561 Olive Orchard Dr Unit 36358672, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""3561 Olive Orchard Dr Unit 36358672, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","7","","2 Beds","2 Baths","1,398 Sq Ft","Crystal Plan at Regency at Folsom Ranch - Sequoia Collection, Folsom, CA 95630","The Crystal's welcoming covered porch and inviting foyer reveal the expansive great room, bright casual dining area, and desirable large luxury outdoor living space beyond. The well-designed kitchen is highlighted by a large center island with breakfast bar, plenty of counter and cabinet space, and sizable pantry. The magnificent primary bedroom suite is enhanced by a king-size walk-in closet and","","","","","","New Construction","$557,995","Toll Brothers, Inc.","Builder"
"https://www.homes.com/property/zephyr-plan-broadstone-estates-the-trails/6yzg6n2m0bvh7/","https://www.homes.com/assets/images/spacer.gif","https://imagescdn.homes.com/i2/835-Cnt22uurPz7GVB7bzjq3Hv_X1AljSfqMMgyTmwA/117/4613-dewey-oak-dr-folsom-ca--2.jpg?p=1","https://www.homes.com/property/zephyr-plan-broadstone-estates-the-trails/6yzg6n2m0bvh7/","https://imagescdn.homes.com/i2/-2sr9BAVG1mbg91qghtnzODIuhi9uHJOsH1n1oKZXLk/117/4613-dewey-oak-dr-folsom-ca--3.jpg?p=1","https://www.homes.com/property/zephyr-plan-broadstone-estates-the-trails/6yzg6n2m0bvh7/","https://imagescdn.homes.com/i2/ByQR5int3VuIE67Hd-W6qfudJjm-2AvEVfx3-E2NaQQ/117/4613-dewey-oak-dr-folsom-ca-primaryphoto.jpg?p=1","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/zephyr-plan-broadstone-estates-the-trails/6yzg6n2m0bvh7/"" role=""link"" aria-label=""4613 Dewey Oak Dr Unit 36484196, Folsom, CA 95630"" title=""4613 Dewey Oak Dr Unit 36484196, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""4613 Dewey Oak Dr Unit 36484196, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","20","","5 - 7 Beds","4.5 - 6.5 Baths","3,952 Sq Ft","Zephyr Plan at Broadstone Estates - The Trails, Folsom, CA 95630","Our Zephyr floorplan features a game room and work space that can flip into a home plus option. To our super pantry, drop zone and optional wine vault. Great size front porch for that morning cup of coffee. Upstairs you will find 3 additional bedrooms and the primary suite with an amazing oversized walk-in closet. This floorplan standard is 5 bedrooms but if needed for additional guests, parents","","","","","","New Construction","$1,112,990","Woodside Homes","Builder"
"https://www.homes.com/property/rubicon-plan-broadstone-estates-the-trails/srx65n2gd26ep/","https://imagescdn.homes.com/i2/-pv4N4dGfLgxV9Ym_XBpAdqWlnFXa7U2PnJV1TiEzUM/117/4613-dewey-oak-dr-folsom-ca-primaryphoto.jpg?p=1","https://imagescdn.homes.com/i2/Z0mNM1pdGOfgKTv-s3hzyll6677k1Cp_6aL0XhQW-oI/117/4613-dewey-oak-dr-folsom-ca--3.jpg?p=1","https://www.homes.com/property/rubicon-plan-broadstone-estates-the-trails/srx65n2gd26ep/","","","https://imagescdn.homes.com/i2/zg-nVmUaou7b3Dd71fiVbzZL9x4_iKw9SFrvBG7cnXQ/117/4613-dewey-oak-dr-folsom-ca--2.jpg?p=1","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/rubicon-plan-broadstone-estates-the-trails/srx65n2gd26ep/"" role=""link"" aria-label=""4613 Dewey Oak Dr Unit 36498590, Folsom, CA 95630"" title=""4613 Dewey Oak Dr Unit 36498590, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""4613 Dewey Oak Dr Unit 36498590, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","3","","4 Beds","3.5 Baths","3,476 Sq Ft","Rubicon Plan at Broadstone Estates - The Trails, Folsom, CA 95630","[Design Your Home!]() Our Rubicon plan includes 4 bedrooms, two stories with a 3-car tandem garage. Additional standard features include our super pantry for those Costco runs, a pocket office to work from home and our lux laundry upstairs to keep those bulky beach towels and sheets. Our primary suite is like no other we include our spa like bath features and our walk-in closet that features an","","","","","","New Construction","$1,007,990","Woodside Homes","Builder"
"https://www.homes.com/property/4016-copperwood-way-folsom-ca/sl0mqq51e0lwk/","https://www.homes.com/assets/images/spacer.gif","https://imagescdn.homes.com/i2/1HkKlrZiIOnYRSVe35Mc5PWxmebmjs-wX_IaC52eTHQ/117/4016-copperwood-way-folsom-ca-interiorphoto-2.jpg?p=1","https://www.homes.com/property/4016-copperwood-way-folsom-ca/sl0mqq51e0lwk/","https://imagescdn.homes.com/i2/ej0TJ0DfL0bhEYEFATBGQlYuBofA5ugrcpgDWP4mPOQ/117/4016-copperwood-way-folsom-ca-interiorphoto-3.jpg?p=1","https://www.homes.com/property/4016-copperwood-way-folsom-ca/sl0mqq51e0lwk/","https://imagescdn.homes.com/i2/qCyOqF6_ltUVEyuiILhsyh2-bHRtQg_9ulD5wMDRv1Y/117/4016-copperwood-way-folsom-ca-primaryphoto.jpg?p=1","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/4016-copperwood-way-folsom-ca/sl0mqq51e0lwk/"" role=""link"" aria-label=""4016 Copperwood Way, Folsom, CA 95630"" title=""4016 Copperwood Way, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""4016 Copperwood Way, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","12","","4 Beds","3.5 Baths","2,539 Sq Ft","4016 Copperwood Way, Folsom, CA 95630","The outstanding Azul offers elegant living inside and out. The appealing foyer reveals a spacious flex room and a gorgeous view of the expansive great room and luxury outdoor living space beyond. Overlooked by a bright casual dining area, the well-designed kitchen offers a large center island with breakfast bar, ample counter and cabinet space, a roomy walk-in pantry. Enhancing the private","","","","","","New Construction","$1,154,000","Toll Brothers, Inc.","Builder"
"https://www.homes.com/property/219-needles-way-folsom-ca/81ydtdqgk0jnb/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/9640512774-740477512/219-needles-way-folsom-ca-buildingphoto-2.jpg","https://www.homes.com/property/219-needles-way-folsom-ca/81ydtdqgk0jnb/","https://images.homes.com/listings/117/0540512774-740477512/219-needles-way-folsom-ca-buildingphoto-3.jpg","https://www.homes.com/property/219-needles-way-folsom-ca/81ydtdqgk0jnb/","https://images.homes.com/listings/117/0940512774-740477512/219-needles-way-folsom-ca-primaryphoto.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/219-needles-way-folsom-ca/81ydtdqgk0jnb/"" role=""link"" aria-label=""219 Needles Way, Folsom, CA 95630"" title=""219 Needles Way, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""219 Needles Way, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","39","$825,000","3 Beds","2 Baths","1,083 Sq Ft","219 Needles Way, Folsom, CA 95630","2 HOMES ON 1 LOT!!!!!! Welcome to 219 Needles Way, a rare opportunity in the heart of Folsom featuring a fully renovated accessory dwelling unit (ADU)perfect for multi-generational living, rental income, or a private guest retreat. The main house has features three bedrooms and two full bathrooms. The 767 square foot ADU has two bedrooms and two full bathrooms. Both have been tastefully updated","Aaron Ralls","eXp Realty of California Inc.","https://images.homes.com/brands/118/7121_aspect.png?t=p","https://www.homes.com/property/219-needles-way-folsom-ca/81ydtdqgk0jnb/","219 Needles Way, Folsom, CA 95630","Open Sun 11AM - 1PM","","",""
"https://www.homes.com/property/1415-vessona-cir-folsom-ca-unit-1415/6vx9cs92trq7f/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/9677246084-919529612/1415-vessona-cir-folsom-ca-buildingphoto-2.jpg","https://www.homes.com/property/1415-vessona-cir-folsom-ca-unit-1415/6vx9cs92trq7f/","https://images.homes.com/listings/117/5777246084-919529612/1415-vessona-cir-folsom-ca-buildingphoto-3.jpg","https://www.homes.com/property/1415-vessona-cir-folsom-ca-unit-1415/6vx9cs92trq7f/","https://images.homes.com/listings/117/0677246084-919529612/1415-vessona-cir-folsom-ca-primaryphoto.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1415-vessona-cir-folsom-ca-unit-1415/6vx9cs92trq7f/"" role=""link"" aria-label=""1415 Vessona Cir Unit 1415, Folsom, CA 95630"" title=""1415 Vessona Cir Unit 1415, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""1415 Vessona Cir Unit 1415, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","46","$489,000","2 Beds","2 Baths","1,519 Sq Ft","1415 Vessona Cir Unit 1415, Folsom, CA 95630","Welcome to 1415 Vessona Circle in the heart of Folsom, a beautifully updated corner unit condo in a gated community. With no neighbors above or below, this home offers a rare level of privacy and quiet. The open concept living area is filled with natural light and connects seamlessly between the kitchen, dining, and living spaces. Recent updates include new flooring throughout- including the","Brian Martell","M.O.R.E. Real Estate Group","https://images.homes.com/brands/118/7121_aspect.png?t=p","https://www.homes.com/property/1415-vessona-cir-folsom-ca-unit-1415/6vx9cs92trq7f/","1415 Vessona Cir Unit 1415, Folsom, CA 95630","","","",""
"","","","","","","","","","","","","5 Beds","4.5 Baths","3,105 Sq Ft","Hayduke Plan at Preserve at Folsom Ranch - Oak Trails, Folsom, CA 95630","The elegant Hayduke makes a lasting impression with its modern, flexible floor plan. The cozy foyer reveals a spacious great room with a desirable luxury outdoor living space beyond, overlooked by a bright casual dining area. The well-designed kitchen offers a large center island with breakfast bar, plenty of counter and cabinet space, and an ample walk-in pantry. The expansive primary bedroom","","","","","","New Construction","$900,995","Toll Brothers, Inc.","Builder"
"https://www.homes.com/property/2702-ferry-cir-folsom-ca-unit-102/7rrtexz65jx2m/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/2599677084-838669612/2702-ferry-cir-folsom-ca-buildingphoto-2.jpg","https://www.homes.com/property/2702-ferry-cir-folsom-ca-unit-102/7rrtexz65jx2m/","https://images.homes.com/listings/117/5599677084-838669612/2702-ferry-cir-folsom-ca-buildingphoto-3.jpg","https://www.homes.com/property/2702-ferry-cir-folsom-ca-unit-102/7rrtexz65jx2m/","https://images.homes.com/listings/117/3499677084-838669612/2702-ferry-cir-folsom-ca-primaryphoto.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/2702-ferry-cir-folsom-ca-unit-102/7rrtexz65jx2m/"" role=""link"" aria-label=""2702 Ferry Cir Unit 102, Folsom, CA 95630"" title=""2702 Ferry Cir Unit 102, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""2702 Ferry Cir Unit 102, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","35","$549,999","3 Beds","2.5 Baths","1,428 Sq Ft","2702 Ferry Cir Unit 102, Folsom, CA 95630","Welcome to this lovely, move-in ready 3 bedroom, 2.5 bath home in the desirable Union Square community. As you enter, you're welcomed into a light and bright space with brand new interior paint and new flooring. The open-concept layout seamlessly connects the living and dining areas to the spacious family room and modern kitchen. The bathrooms have all been tastefully updated. The spacious","Aaron Ralls","eXp Realty of California Inc.","https://images.homes.com/brands/118/7121_aspect.png?t=p","https://www.homes.com/property/2702-ferry-cir-folsom-ca-unit-102/7rrtexz65jx2m/","2702 Ferry Cir Unit 102, Folsom, CA 95630","","","",""
"https://www.homes.com/property/plan-2777-modeled-esquire-at-folsom-ranch/389g2dt0gx0xz/","https://www.homes.com/assets/images/spacer.gif","https://imagescdn.homes.com/i2/iW5-ELUwmbNoypl77ybEklwfpLAfzGkmnRIZzsx5Rw8/117/4576-blacktail-way-folsom-ca--2.jpg?p=1","https://www.homes.com/property/plan-2777-modeled-esquire-at-folsom-ranch/389g2dt0gx0xz/","https://imagescdn.homes.com/i2/navQqLE8IOyeSLCnHREAMoBZrDJt2VPuOIP74eNuGAs/117/4576-blacktail-way-folsom-ca--3.jpg?p=1","https://www.homes.com/property/plan-2777-modeled-esquire-at-folsom-ranch/389g2dt0gx0xz/","https://imagescdn.homes.com/i2/Wjf-PN6Q1WT0JmrgSiHmAUiYijSkBivoaqoUzsvCFns/117/4576-blacktail-way-folsom-ca-primaryphoto.jpg?p=1","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/plan-2777-modeled-esquire-at-folsom-ranch/389g2dt0gx0xz/"" role=""link"" aria-label=""4576 Blacktail Way Unit 36514468, Folsom, CA 95630"" title=""4576 Blacktail Way Unit 36514468, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""4576 Blacktail Way Unit 36514468, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","11","","5 Beds","3 - 4 Baths","2,777 Sq Ft","Plan 2777 Modeled at Esquire at Folsom Ranch, Folsom, CA 95630","* Quartz kitchen countertops * Large kitchen island * Under-stair storage * Loft * Walk-in closet at primary bedroom * Upstairs laundry room * Front porch * Eat-in kitchen * Kitchen USB charging port * Extra storage space * WaterSense labeled faucets * ENERGY STAR certified home * Close to family friendly parks * Close to medical facilities * Commuter-friendly location * Great shopping nearby *","","","","","","New Construction","$806,990","KB Home","Builder"
"https://www.homes.com/property/4901-esplanade-cir-folsom-ca-unit-4901/c3cpy2stml7bt/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/6975315674-291272512/4901-esplanade-cir-folsom-ca-buildingphoto-2.jpg","https://www.homes.com/property/4901-esplanade-cir-folsom-ca-unit-4901/c3cpy2stml7bt/","https://images.homes.com/listings/117/1085315674-291272512/4901-esplanade-cir-folsom-ca-buildingphoto-3.jpg","https://www.homes.com/property/4901-esplanade-cir-folsom-ca-unit-4901/c3cpy2stml7bt/","https://images.homes.com/listings/117/8975315674-291272512/4901-esplanade-cir-folsom-ca-primaryphoto.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/4901-esplanade-cir-folsom-ca-unit-4901/c3cpy2stml7bt/"" role=""link"" aria-label=""4901 Esplanade Cir Unit 4901, Folsom, CA 95630"" title=""4901 Esplanade Cir Unit 4901, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""4901 Esplanade Cir Unit 4901, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","52","$574,900","2 Beds","2.5 Baths","1,501 Sq Ft","4901 Esplanade Cir Unit 4901, Folsom, CA 95630","Gorgeous corner-unit condo featuring upgraded flooring, updated kitchen with newer appliances, and updated bathrooms for a fresh, modern feel ready to enjoy. The open loft has been thoughtfully enclosed with a doorway and closet, providing a versatile private 3rd room, ideal for a home office or guest space. Newly installed HVAC system for year-round comfort and energy efficiency. The","Jennifer Murphy","Real Broker","https://images.homes.com/brands/118/7121_aspect.png?t=p","https://www.homes.com/property/4901-esplanade-cir-folsom-ca-unit-4901/c3cpy2stml7bt/","4901 Esplanade Cir Unit 4901, Folsom, CA 95630","","","",""
"https://www.homes.com/property/1381-haddington-dr-folsom-ca/47rzd8j5wvb03/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/6550303844-926334302/1381-haddington-dr-folsom-ca-buildingphoto-2.jpg","https://www.homes.com/property/1381-haddington-dr-folsom-ca/47rzd8j5wvb03/","https://images.homes.com/listings/117/8550303844-926334302/1381-haddington-dr-folsom-ca-buildingphoto-3.jpg","https://www.homes.com/property/1381-haddington-dr-folsom-ca/47rzd8j5wvb03/","https://images.homes.com/listings/117/1550303844-926334302/1381-haddington-dr-folsom-ca-primaryphoto.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1381-haddington-dr-folsom-ca/47rzd8j5wvb03/"" role=""link"" aria-label=""1381 Haddington Dr, Folsom, CA 95630"" title=""1381 Haddington Dr, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""1381 Haddington Dr, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","57","$835,000","4 Beds","3 Baths","2,277 Sq Ft","1381 Haddington Dr, Folsom, CA 95630","A beautiful 4 bedroom 3 baths house on golf course in Empire Ranch. This Renaissance Home built with many upgrades like marble entry, oak cabinets, and on a golf course. Private clubhouse with pool, spa, workout, and facility lounge. Great floor plan with high ceiling Living room, wide open backyard, minutes driving distance to Folsom Lake, shopping, recreation areas, and Empire Ranch Golf Course.","Andrew Pae","AMP Real Estate Inc.","https://images.homes.com/brands/118/7121_aspect.png?t=p","https://www.homes.com/property/1381-haddington-dr-folsom-ca/47rzd8j5wvb03/","1381 Haddington Dr, Folsom, CA 95630","","","",""
"https://www.homes.com/property/3544-panorama-dr-folsom-ca/qewfsrvnnpmpj/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/1238194974-750055612/3544-panorama-dr-folsom-ca-buildingphoto-2.jpg","https://www.homes.com/property/3544-panorama-dr-folsom-ca/qewfsrvnnpmpj/","https://images.homes.com/listings/117/3238194974-750055612/3544-panorama-dr-folsom-ca-buildingphoto-3.jpg","https://www.homes.com/property/3544-panorama-dr-folsom-ca/qewfsrvnnpmpj/","https://images.homes.com/listings/117/9138194974-750055612/3544-panorama-dr-folsom-ca-primaryphoto.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/3544-panorama-dr-folsom-ca/qewfsrvnnpmpj/"" role=""link"" aria-label=""3544 Panorama Dr, Folsom, CA 95630"" title=""3544 Panorama Dr, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""3544 Panorama Dr, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","61","$910,000","2 Beds","2.5 Baths","2,128 Sq Ft","3544 Panorama Dr, Folsom, CA 95630","Step into sophistication at this nearly new, impeccably maintained residence in the exclusive gated community of Regency Park at Folsom Ranch. Designed for those who value both comfort and elegance, this move-in ready home offers 2 spacious bedrooms, a versatile den/office, and 2.5 baths across 2,128 sq ft of thoughtfully designed living space. Soaring 10-foot ceilings and abundant natural light","Stacey Li","Coldwell Banker Realty","https://images.homes.com/brands/118/7121_aspect.png?t=p","https://www.homes.com/property/3544-panorama-dr-folsom-ca/qewfsrvnnpmpj/","3544 Panorama Dr, Folsom, CA 95630","","","",""
"https://www.homes.com/property/1114-kidder-way-folsom-ca/xw1b4zmj47kcs/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/5312060184-110150712/1114-kidder-way-folsom-ca-buildingphoto-2.jpg","https://www.homes.com/property/1114-kidder-way-folsom-ca/xw1b4zmj47kcs/","https://images.homes.com/listings/117/7312060184-110150712/1114-kidder-way-folsom-ca-buildingphoto-3.jpg","https://www.homes.com/property/1114-kidder-way-folsom-ca/xw1b4zmj47kcs/","https://images.homes.com/listings/117/2312060184-110150712/1114-kidder-way-folsom-ca-primaryphoto.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1114-kidder-way-folsom-ca/xw1b4zmj47kcs/"" role=""link"" aria-label=""1114 Kidder Way, Folsom, CA 95630"" title=""1114 Kidder Way, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""1114 Kidder Way, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","48","$1,050,000","4 Beds","3.5 Baths","3,426 Sq Ft","1114 Kidder Way, Folsom, CA 95630","Located in the highly desirable Parkway neighborhood of Folsom, this beautifully home offers a thoughtfully designed floor plan that perfectly balances comfort, elegance, and everyday functionality. Step outside to your private backyard oasis, designed for effortless entertaining, featuring a big pool with a waterfall.The home features 4 spacious bedrooms, a downstairs den currently used as a","suresh narra","Real Estate Source Inc","https://images.homes.com/brands/118/7121_aspect.png?t=p","https://www.homes.com/property/1114-kidder-way-folsom-ca/xw1b4zmj47kcs/","1114 Kidder Way, Folsom, CA 95630","Open Fri 4PM - 6PM","","",""
"https://www.homes.com/property/1009-esplanade-cir-folsom-ca-unit-1009/nzxzc3k53lqrt/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/7255927084-795259612/1009-esplanade-cir-folsom-ca-buildingphoto-2.jpg","https://www.homes.com/property/1009-esplanade-cir-folsom-ca-unit-1009/nzxzc3k53lqrt/","https://images.homes.com/listings/117/5355927084-795259612/1009-esplanade-cir-folsom-ca-buildingphoto-3.jpg","https://www.homes.com/property/1009-esplanade-cir-folsom-ca-unit-1009/nzxzc3k53lqrt/","https://images.homes.com/listings/117/7155927084-795259612/1009-esplanade-cir-folsom-ca-primaryphoto.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1009-esplanade-cir-folsom-ca-unit-1009/nzxzc3k53lqrt/"" role=""link"" aria-label=""1009 Esplanade Cir Unit 1009, Folsom, CA 95630"" title=""1009 Esplanade Cir Unit 1009, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""1009 Esplanade Cir Unit 1009, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","13","$425,000","2 Beds","2 Baths","1,059 Sq Ft","1009 Esplanade Cir Unit 1009, Folsom, CA 95630","Hello Investors .Welcome to 1009 Esplanade Circle a bright, well maintain 2-bedroom, 2-bath en suite corner condo in Folsom's highly sought-after Esplanade community. This 1,059 sq. ft. home is being offered by the original owners and enjoys an ideal corner location that captures abundant natural light throughout the day, along with excellent cross-breezes for comfortable living. Inside, you'll","Steven Castagnetta","eXp Realty of Northern California, Inc.","https://images.homes.com/brands/118/7121_aspect.png?t=p","https://www.homes.com/property/1009-esplanade-cir-folsom-ca-unit-1009/nzxzc3k53lqrt/","1009 Esplanade Cir Unit 1009, Folsom, CA 95630","","","",""
"https://www.homes.com/property/4083-emerald-glen-ln-folsom-ca/h74mtlr7tq4h3/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/6847229774-887819512/4083-emerald-glen-ln-folsom-ca-buildingphoto-2.jpg","https://www.homes.com/property/4083-emerald-glen-ln-folsom-ca/h74mtlr7tq4h3/","https://images.homes.com/listings/117/9847229774-887819512/4083-emerald-glen-ln-folsom-ca-buildingphoto-3.jpg","https://www.homes.com/property/4083-emerald-glen-ln-folsom-ca/h74mtlr7tq4h3/","https://images.homes.com/listings/117/3847229774-887819512/4083-emerald-glen-ln-folsom-ca-primaryphoto.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/4083-emerald-glen-ln-folsom-ca/h74mtlr7tq4h3/"" role=""link"" aria-label=""4083 Emerald Glen Ln, Folsom, CA 95630"" title=""4083 Emerald Glen Ln, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""4083 Emerald Glen Ln, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","31","$880,000","3 Beds","3.5 Baths","2,012 Sq Ft","4083 Emerald Glen Ln, Folsom, CA 95630","Located in Folsom at Toll Brothers newest luxury 55+ Active Adult gated community of single story homes, Regency at Folsom Ranch, this Caldwell Home Design with Italian Villa architecture from the Shasta Collection on Homesite #648 is upgraded with high level designer finishes. This home has features seen in many Toll Model Homes e.g. 20'x8' multi-stacking sliding doors at great room, JennAir","Joe Armstrong","Toll Brothers Real Estate, Inc","https://images.homes.com/brands/118/7121_aspect.png?t=p","https://www.homes.com/property/4083-emerald-glen-ln-folsom-ca/h74mtlr7tq4h3/","4083 Emerald Glen Ln, Folsom, CA 95630","New Construction","","",""
"https://www.homes.com/property/1047-elsworth-way-folsom-ca/r6rvgshcjmpc0/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/0777863774-417708512/1047-elsworth-way-folsom-ca-buildingphoto-2.jpg","https://www.homes.com/property/1047-elsworth-way-folsom-ca/r6rvgshcjmpc0/","https://images.homes.com/listings/117/5777863774-417708512/1047-elsworth-way-folsom-ca-buildingphoto-3.jpg","https://www.homes.com/property/1047-elsworth-way-folsom-ca/r6rvgshcjmpc0/","https://images.homes.com/listings/117/6677863774-417708512/1047-elsworth-way-folsom-ca-primaryphoto.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1047-elsworth-way-folsom-ca/r6rvgshcjmpc0/"" role=""link"" aria-label=""1047 Elsworth Way, Folsom, CA 95630"" title=""1047 Elsworth Way, Folsom, CA 95630"">
                                    <img class=""embla__slide__img image-container"" alt=""1047 Elsworth Way, Folsom, CA 95630"" />
                                </a>
                            </div>
                        </div>","/","1","62","$850,000","3 Beds","2 Baths","2,507 Sq Ft","1047 Elsworth Way, Folsom, CA 95630","Impeccably maintained and updated by the original owner, this stunning, single story 2,507 sq. ft. home in The Parkway in Folsom features 3 bedrooms and 2 full baths with a loft with ample flex space for an office as it features built in desks and cabinetry, a craft space, or a playroom for the kids. The family room has built in cabinets and lots of natural light as well as plantation shutters","Mike Giancanelli","Keller Williams Realty","https://images.homes.com/brands/118/7121_aspect.png?t=p","https://www.homes.com/property/1047-elsworth-way-folsom-ca/r6rvgshcjmpc0/","1047 Elsworth Way, Folsom, CA 95630","","","",""
