"cl-app-anchor href","no-image-hidden src","label","meta","meta 2","result-location","cl-thumb src"
"https://sfbay.craigslist.org/nby/egr/d/sebastopol-associate-landscape-architect/7914524349.html","","Associate Landscape Architect","Salary commensurate with experiencemerge studio","2/11","sebastopol","https://images.craigslist.org/d/7914524349/00x0x_hsBqx345yGs_0CI0pZ_50x50c.jpg"
"https://sfbay.craigslist.org/sfc/sls/d/fremont-organic-foodie-hiring-managers/7914318523.html","","Organic Foodie Hiring Managers & Sales Representatives","CommissionOtganic Foodie","2/10","city of san francisco","https://images.craigslist.org/d/7914318523/00p0p_7PGSVV3JtDX_0b205e_50x50c.jpg"
"https://sfbay.craigslist.org/sby/fbh/d/cupertino-domaine-eden-wine-tasting/7914309916.html","https://www.craigslist.org/images/d/7914309916/empty.png","Domaine Eden Wine Tasting Experience Host","$20 hourly pay, plus pooled tipsDomaine Eden","2/10","Saratoga",""
"https://sfbay.craigslist.org/eby/ofc/d/oakland-office-manager-bookkeeper/7914274888.html","https://www.craigslist.org/images/d/7914274888/empty.png","Office Manager/ Bookkeeper","D.O.E.","2/10","oakland lake merritt / grand",""
"https://sfbay.craigslist.org/sfc/ofc/d/san-francisco-administrative/7914148653.html","https://www.craigslist.org/images/d/7914148653/empty.png","Administrative Coordinator, JO#6604","$5,933 - $8,305 per monthJudicial Council of California","2/9","downtown / civic / van ness",""
"https://modesto.craigslist.org/csr/d/modesto-bail-bonds-opportunities-sales/7914125949.html","https://www.craigslist.org/images/d/7914125949/empty.png","Bail Bonds Opportunities: Sales on Commission & Postings","$100-$10,000","2/9","Modesto",""
"https://sfbay.craigslist.org/sfc/hum/d/san-francisco-assistant-manager-third/7914120203.html","https://www.craigslist.org/images/d/7914120203/empty.png","Assistant Manager, Third Party Liability & Subrogation $95-$100k","Salary $95 to $100K.. Compensation pack...ILWU-PMA Benefit Plans","2/9","lower pac hts",""
"https://sacramento.craigslist.org/lgl/d/sacramento-attorney-ii-construction/7914114614.html","https://www.craigslist.org/images/d/7914114614/empty.png","Attorney II – Construction / Real Estate (JO#6600), Legal Services","$13,383 - $16,058 per monthJudicial Council of California","2/9","Sacramento",""
"https://sfbay.craigslist.org/nby/med/d/napa-temp-stage-manager/7914097933.html","https://www.craigslist.org/images/d/7914097933/empty.png","Temp Stage Manager","$2,000","2/9","napa county",""
"https://sfbay.craigslist.org/eby/egr/d/berkeley-staff-engineer/7914055638.html","https://www.craigslist.org/images/d/7914055638/empty.png","Staff Engineer","$90,000.00 - $125,000.00 per yearVerdant Structural Engineers","2/9","berkeley",""
"https://sfbay.craigslist.org/sfc/sls/d/san-francisco-title-sales-directors/7914016450.html","","TITLE: Sales Directors Wanted — Build a team of 15, earn 20% + 5% over","$150K–$500K+ OTE | 20% + 5% team overri...Proprioceptive AI, Inc","2/9","downtown / civic / van ness","https://images.craigslist.org/d/7914016450/00A0A_eB3r4UIAmyE_09s09q_50x50c.jpg"
"https://sfbay.craigslist.org/pen/hea/d/palo-alto-seeking-mandarin-speaker-for/7914387742.html","https://www.craigslist.org/images/d/7914387742/empty.png","Seeking Mandarin speaker for caregiving / caregiver (very good gig)","$35/hrLLC on file","2/10","palo alto",""
