"embla__slide__inner href","embla__slide__img src","embla__slide__img src 2","embla__slide__inner href 3","embla__slide__img src 3","embla__slide__inner href 4","embla__slide__img src 4","embla","embla__slide__number","image-counter","embla__slide__number 2","price-content","detailed-info-container","detailed-info-container 2","detailed-info-container 3","property-name","property-description","agent-name","agency-name","for-sale-content-container href","for-sale-content-container"
"https://www.homes.com/property/417-mystic-ln-pittsburg-ca/0whdkldyewce4/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/417-mystic-ln-pittsburg-ca/0whdkldyewce4/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/417-mystic-ln-pittsburg-ca/0whdkldyewce4/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/417-mystic-ln-pittsburg-ca/0whdkldyewce4/"" role=""link"" aria-label=""417 Mystic Ln, Pittsburg, CA 94565"" title=""417 Mystic Ln, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""417 Mystic Ln, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","20","$799,000","5 Beds","4 Baths","2,226 Sq Ft","417 Mystic Ln, Pittsburg, CA 94565","Corner lot , Well maintained Serene at Vista Del Mar community, this spacious 5 bedroom, 4 bath residence built in 2023 offers 2,226 sq ft of modern living space in two separate units. The main home contains 4 bedrooms and 3 full baths with a loft ( could be use as additional room ), including first floor bedroom and full bath located near the entry is perfect for family use or as a private home","An Ly","United Brokers Real Estate","https://www.homes.com/property/417-mystic-ln-pittsburg-ca/0whdkldyewce4/","417 Mystic Ln, Pittsburg, CA 94565"
"https://www.homes.com/property/815-central-ave-pittsburg-ca/bx5m89yrjb8je/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/815-central-ave-pittsburg-ca/bx5m89yrjb8je/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/815-central-ave-pittsburg-ca/bx5m89yrjb8je/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/815-central-ave-pittsburg-ca/bx5m89yrjb8je/"" role=""link"" aria-label=""815 Central Ave, Pittsburg, CA 94565"" title=""815 Central Ave, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""815 Central Ave, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","13","$399,900","2 Beds","1 Bath","1,008 Sq Ft","815 Central Ave, Pittsburg, CA 94565","Court Confirmation Guardianship Sale. 10% deposit required w/ offer. NO FHA. Contractors Special. A real diamond in the rough. Cute 1940's split level home w/ hardwood floors on a large lot. Lots of potential.","Traci Lewis","Home Connection Real Estate","https://www.homes.com/property/815-central-ave-pittsburg-ca/bx5m89yrjb8je/","815 Central Ave, Pittsburg, CA 94565"
"https://www.homes.com/property/100-el-dorado-dr-pittsburg-ca/573cq64v3xs3q/","","https://www.homes.com/assets/images/spacer.gif","","","","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/100-el-dorado-dr-pittsburg-ca/573cq64v3xs3q/"" role=""link"" aria-label=""100 El Dorado Dr, Pittsburg, CA 94565"" title=""100 El Dorado Dr, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""100 El Dorado Dr, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","2","$888,000","Land","1.4 Acres","$634,119 per Acre","100 El Dorado Dr, Pittsburg, CA 94565","Good investment opportunity. level land. good location. Zoned for neighborhood commercial, City just change its zoning, allow to build high density residential to about 45 units, check with city to confirm. Fenced. In between residential and commercial neighborhood","Richard Mao","Promax Investment & Develop","https://www.homes.com/property/100-el-dorado-dr-pittsburg-ca/573cq64v3xs3q/","100 El Dorado Dr, Pittsburg, CA 94565"
"https://www.homes.com/property/192-kona-cir-pittsburg-ca/btknkq9mwves8/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/192-kona-cir-pittsburg-ca/btknkq9mwves8/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/192-kona-cir-pittsburg-ca/btknkq9mwves8/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/192-kona-cir-pittsburg-ca/btknkq9mwves8/"" role=""link"" aria-label=""192 Kona Cir, Pittsburg, CA 94565"" title=""192 Kona Cir, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""192 Kona Cir, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","41","$150,000","3 Beds","2 Baths","1,536 Sq Ft","192 Kona Cir, Pittsburg, CA 94565","A wonderful opportunity to own in the Delta Hawaii senior community. This manufactured home has been well cared for and reflects true pride of ownership. This 3 bedroom 2 bathroom home presents an opportunity for customization while remaining functional and livable in its current as is condition. Located in a quiet, established senior park with community amenities, club house along with a","Mario Antuna","eXp Realty of California, Inc","https://www.homes.com/property/192-kona-cir-pittsburg-ca/btknkq9mwves8/","192 Kona Cir, Pittsburg, CA 94565"
"https://www.homes.com/property/1-castlewood-dr-pittsburg-ca/90qyghhw60z1w/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/1-castlewood-dr-pittsburg-ca/90qyghhw60z1w/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/1-castlewood-dr-pittsburg-ca/90qyghhw60z1w/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/1-castlewood-dr-pittsburg-ca/90qyghhw60z1w/"" role=""link"" aria-label=""1 Castlewood Dr, Pittsburg, CA 94565"" title=""1 Castlewood Dr, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""1 Castlewood Dr, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","34","$559,900","3 Beds","2 Baths","1,634 Sq Ft","1 Castlewood Dr, Pittsburg, CA 94565","Location, Location, Location! A true diamond in the rough, this rare single-story retreat is nestled in the heart of Pittsburg, where comfort and everyday living come together. This beautiful home is in need of some TLC and offers an incredible opportunity to make it your own. Featuring 3 spacious bedrooms, 2 well-sized bathrooms, and 1,634 sq. ft. The layout creates a perfect balance of style","Michael Gourkani","Main Street Realty","https://www.homes.com/property/1-castlewood-dr-pittsburg-ca/90qyghhw60z1w/","1 Castlewood Dr, Pittsburg, CA 94565"
"https://www.homes.com/property/343-bernauer-pittsburg-ca/dxlmn30bg6f68/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/343-bernauer-pittsburg-ca/dxlmn30bg6f68/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/343-bernauer-pittsburg-ca/dxlmn30bg6f68/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/343-bernauer-pittsburg-ca/dxlmn30bg6f68/"" role=""link"" aria-label=""343 Bernauer, Pittsburg, CA 94565"" title=""343 Bernauer, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""343 Bernauer, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","23","$229,900","3 Beds","2 Baths","1,440 Sq Ft","343 Bernauer, Pittsburg, CA 94565","Charming 3 Bedroom, 2 Bathroom Manufactured Home with Covered Parking! Welcome to this well-maintained and move-in-ready 3-bedroom, 2-bathroom home nestled in a peaceful and well-kept community. This property boasts a spacious open floor plan with ample natural light, a large carport with covered parking for two vehicles, and a low-maintenance landscaped yard with drought-tolerant plants. The","Thomas Smith","THOMAS SMITH, BROKER","https://www.homes.com/property/343-bernauer-pittsburg-ca/dxlmn30bg6f68/","343 Bernauer, Pittsburg, CA 94565"
"https://www.homes.com/property/unlisted-address/ybnfhwt0l2f3g/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/unlisted-address/ybnfhwt0l2f3g/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/unlisted-address/ybnfhwt0l2f3g/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/unlisted-address/ybnfhwt0l2f3g/"" role=""link"" aria-label=""Unlisted Address"" title=""Unlisted Address"">
                                    <img class=""embla__slide__img image-container"" alt=""Unlisted Address"" />
                                </a>
                            </div>
                        </div>","/","1","9","$499,000","3 Beds","1 Bath","1,033 Sq Ft","Unlisted Address","Nice home in mature neighborhood. Rare unit with Central AC and Heat. Newly painted, new kitchen and bathroom cabinets, Refrigerator can be included. Nice size back yard. Won't last long.","ERNEST NICHOLS","","https://www.homes.com/property/unlisted-address/ybnfhwt0l2f3g/","Unlisted Address"
"https://www.homes.com/property/156-tiki-ln-pittsburg-ca/w5f1z62y1lrgf/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/156-tiki-ln-pittsburg-ca/w5f1z62y1lrgf/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/156-tiki-ln-pittsburg-ca/w5f1z62y1lrgf/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/156-tiki-ln-pittsburg-ca/w5f1z62y1lrgf/"" role=""link"" aria-label=""156 Tiki Ln, Pittsburg, CA 94565"" title=""156 Tiki Ln, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""156 Tiki Ln, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","37","$225,000","3 Beds","2 Baths","1,404 Sq Ft","156 Tiki Ln, Pittsburg, CA 94565","Well maintained home in the Delta Hawaii 55+ community with an open floor plan with no wasted space. Cute porch area to enjoy with neighbors and friends as well as a BBQ area for outdoor entertaining. Spacious Kitchen/Living Room combo for entertaining. Kitchen has ample storage space and Stainless Steel appliances. The home features wider hallways and doorways, recessed lighting and updated","Philippe Tourville","EXP Realty","https://www.homes.com/property/156-tiki-ln-pittsburg-ca/w5f1z62y1lrgf/","156 Tiki Ln, Pittsburg, CA 94565"
"https://www.homes.com/property/224-queens-way-pittsburg-ca-unit-224/bt79d8bs2vspd/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/224-queens-way-pittsburg-ca-unit-224/bt79d8bs2vspd/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/224-queens-way-pittsburg-ca-unit-224/bt79d8bs2vspd/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/224-queens-way-pittsburg-ca-unit-224/bt79d8bs2vspd/"" role=""link"" aria-label=""224 Queens Way Unit 224, Pittsburg, CA 94565"" title=""224 Queens Way Unit 224, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""224 Queens Way Unit 224, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","33","$99,900","2 Beds","2 Baths","1,344 Sq Ft","224 Queens Way Unit 224, Pittsburg, CA 94565","Explore this 1978 home located in the Community of Delta Hawaii. This cozy residence offers approximately 1,344 sqft of space, featuring 2 bedrooms and 2 bathrooms. The living room has windows that invite plenty of natural light, enhanced by fresh interior paint and newly installed carpet throughout the home. The family room has ceiling fan with lights and carpet. The kitchen is well-equipped","Todd Su","Realty World-Todd Su & Company","https://www.homes.com/property/224-queens-way-pittsburg-ca-unit-224/bt79d8bs2vspd/","224 Queens Way Unit 224, Pittsburg, CA 94565"
"https://www.homes.com/property/251-shoreline-dr-pittsburg-ca/0xhs5mbywm0bc/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/251-shoreline-dr-pittsburg-ca/0xhs5mbywm0bc/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/251-shoreline-dr-pittsburg-ca/0xhs5mbywm0bc/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/251-shoreline-dr-pittsburg-ca/0xhs5mbywm0bc/"" role=""link"" aria-label=""251 Shoreline Dr, Pittsburg, CA 94565"" title=""251 Shoreline Dr, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""251 Shoreline Dr, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","24","$495,000","3 Beds","2 Baths","1,811 Sq Ft","251 Shoreline Dr, Pittsburg, CA 94565","Beautiful 3 bed, 2.5 bath townhouse with 1,811 sq ft of living space. Enjoy generous rooms and an inviting layout just moments from Old Town Pittsburg’s shops, restaurants, theater, waterfront events and the Pittsburg Marina, a scenic destination for strolling and boating. HOA amenities include pool, sports courts, dog park, greenbelts and well maintained landscaping. Easy access to BART","Jessica Williams","","https://www.homes.com/property/251-shoreline-dr-pittsburg-ca/0xhs5mbywm0bc/","251 Shoreline Dr, Pittsburg, CA 94565"
"https://www.homes.com/property/178-linda-vista-ave-pittsburg-ca/9vd1rrl1j0j6v/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/178-linda-vista-ave-pittsburg-ca/9vd1rrl1j0j6v/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/178-linda-vista-ave-pittsburg-ca/9vd1rrl1j0j6v/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/178-linda-vista-ave-pittsburg-ca/9vd1rrl1j0j6v/"" role=""link"" aria-label=""178 Linda Vista Ave, Pittsburg, CA 94565"" title=""178 Linda Vista Ave, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""178 Linda Vista Ave, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","9","$418,000","3 Beds","1 Bath","1,229 Sq Ft","178 Linda Vista Ave, Pittsburg, CA 94565","Rare opportunity to own this charming, vintage home in an historical and established neighborhood! A little TLC will go a long way in restoring this cute home to its former glory with its bonus room in the back. Spacious backyard with a shed and dog run. Close to shopping, restaurants, BART and the marina. Don't miss out!!!","Marva Clayton","Corcoran Icon Properties","https://www.homes.com/property/178-linda-vista-ave-pittsburg-ca/9vd1rrl1j0j6v/","178 Linda Vista Ave, Pittsburg, CA 94565"
"https://www.homes.com/property/4284-hillview-dr-pittsburg-ca/4m08rzmqyqmp9/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/4284-hillview-dr-pittsburg-ca/4m08rzmqyqmp9/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/4284-hillview-dr-pittsburg-ca/4m08rzmqyqmp9/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/4284-hillview-dr-pittsburg-ca/4m08rzmqyqmp9/"" role=""link"" aria-label=""4284 Hillview Dr, Pittsburg, CA 94565"" title=""4284 Hillview Dr, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""4284 Hillview Dr, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","33","$589,900","3 Beds","2 Baths","1,423 Sq Ft","4284 Hillview Dr, Pittsburg, CA 94565","Beautifully updated 3 bedroom, 2 bathroom home offering 1,423 sq ft of living space on a generous 9,600 sq ft lot with stunning views of the hills and out to Suisun Bay and Honker Bay. This partially renovated home features refreshed and painted kitchen cabinets, granite countertops, tile flooring, stainless steel appliances, and a spacious dining area. The living room showcases hardwood floors","Inmar Barrera","","https://www.homes.com/property/4284-hillview-dr-pittsburg-ca/4m08rzmqyqmp9/","4284 Hillview Dr, Pittsburg, CA 94565"
"https://www.homes.com/property/131-banyon-dr-pittsburg-ca/4pp8wfrsywmeg/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/131-banyon-dr-pittsburg-ca/4pp8wfrsywmeg/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/131-banyon-dr-pittsburg-ca/4pp8wfrsywmeg/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/131-banyon-dr-pittsburg-ca/4pp8wfrsywmeg/"" role=""link"" aria-label=""131 Banyon Dr, Pittsburg, CA 94565"" title=""131 Banyon Dr, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""131 Banyon Dr, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","12","$89,900","2 Beds","2 Baths","1,100 Sq Ft","131 Banyon Dr, Pittsburg, CA 94565","Welcome to this beautifully maintained home in the wonderful Delta Hawaii community. Tucked away in the back of the park on a dead end road it offers lots of peace and tranquility. This home boasts a brand new HVAC system as well! If you want more action in your life, the community clubhouse was recently remodeled and offers lot's of activities from puzzles to billiards. Come and discover all","JAMES HANSEN","Weichert Realtors - HH and Associates","https://www.homes.com/property/131-banyon-dr-pittsburg-ca/4pp8wfrsywmeg/","131 Banyon Dr, Pittsburg, CA 94565"
"https://www.homes.com/property/12-tiffany-dr-pittsburg-ca/98b0glbbn1t2t/","","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/12-tiffany-dr-pittsburg-ca/98b0glbbn1t2t/","https://www.homes.com/assets/images/spacer.gif","","","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/12-tiffany-dr-pittsburg-ca/98b0glbbn1t2t/"" role=""link"" aria-label=""12 Tiffany Dr, Pittsburg, CA 94565"" title=""12 Tiffany Dr, Pittsburg, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""12 Tiffany Dr, Pittsburg, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","3","$80,000","3 Beds","1 Bath","998 Sq Ft","12 Tiffany Dr, Pittsburg, CA 94565","• Auction is for 2nd mortgage lien position. To obtain clear title, Buyer will be responsible to pay off senior liens, including a 1st mortgage lien of approximately $293,808.40 through 01/21/2025 (per diem of $20.40 thereafter). Prospective buyers are encouraged to investigate the existence, priority and size of outstanding liens that may exist by contacting county recorder's office or a title","Brian Brockman","Williams & Williams Real Estate Auctions","https://www.homes.com/property/12-tiffany-dr-pittsburg-ca/98b0glbbn1t2t/","12 Tiffany Dr, Pittsburg, CA 94565"
"https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-85/rctes4t5nx161/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-85/rctes4t5nx161/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-85/rctes4t5nx161/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/3301-buchanan-rd-antioch-ca-unit-85/rctes4t5nx161/"" role=""link"" aria-label=""3301 Buchanan Rd Unit 85, Antioch, CA 94509"" title=""3301 Buchanan Rd Unit 85, Antioch, CA 94509"">
                                    <img class=""embla__slide__img image-container"" alt=""3301 Buchanan Rd Unit 85, Antioch, CA 94509"" />
                                </a>
                            </div>
                        </div>","/","1","26","$124,000","2 Beds","1 Bath","715 Sq Ft","3301 Buchanan Rd Unit 85, Antioch, CA 94509","Looking for a cozy, updated, and affordable place to call home? Look no further! This charming 2-bedroom, 1-bath Moible home with an extra bonus room has just hit the market! Fresh renovations and modern updates perfect for families looking to make it their own with all move in ready touches! Whether you're starting fresh or looking to downsize, this cute and cozy space is ready to welcome you!","Erika Villagrana Cruz","Real Broker","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-85/rctes4t5nx161/","3301 Buchanan Rd Unit 85, Antioch, CA 94509"
"https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-89/pncfk4fnj1fhc/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-89/pncfk4fnj1fhc/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-89/pncfk4fnj1fhc/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/3301-buchanan-rd-antioch-ca-unit-89/pncfk4fnj1fhc/"" role=""link"" aria-label=""3301 Buchanan Rd Unit 89, Antioch, CA 94509"" title=""3301 Buchanan Rd Unit 89, Antioch, CA 94509"">
                                    <img class=""embla__slide__img image-container"" alt=""3301 Buchanan Rd Unit 89, Antioch, CA 94509"" />
                                </a>
                            </div>
                        </div>","/","1","15","$175,000","3 Beds","2 Baths","800 Sq Ft","3301 Buchanan Rd Unit 89, Antioch, CA 94509","Looking for an affordable house to call home? this beautiful mobile home has what you're looking for, new floors, updated throughout 3 space carport, situated on a very spacious lot, come see it and make it your own.","Holanda Garcia","Radius Agent Realty","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-89/pncfk4fnj1fhc/","3301 Buchanan Rd Unit 89, Antioch, CA 94509"
"https://www.homes.com/property/3777-willow-pass-rd-bay-point-ca-unit-85/36fq0l05vlgfk/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/3777-willow-pass-rd-bay-point-ca-unit-85/36fq0l05vlgfk/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/3777-willow-pass-rd-bay-point-ca-unit-85/36fq0l05vlgfk/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/3777-willow-pass-rd-bay-point-ca-unit-85/36fq0l05vlgfk/"" role=""link"" aria-label=""3777 Willow Pass Rd Unit 85, Bay Point, CA 94565"" title=""3777 Willow Pass Rd Unit 85, Bay Point, CA 94565"">
                                    <img class=""embla__slide__img image-container"" alt=""3777 Willow Pass Rd Unit 85, Bay Point, CA 94565"" />
                                </a>
                            </div>
                        </div>","/","1","8","$275,000","3 Beds","2 Baths","1,286 Sq Ft","3777 Willow Pass Rd Unit 85, Bay Point, CA 94565","3777 Willow Pass Rd #85 is a state of the art 2025 Manufactured Home that has been beautifully constructed with the finest finishes, Appliances, and Amenities.If you've ever considered making the transition from a single-family home or Condo to upscale Manufactured Home living, this home will make that decision a""no brainer"".This is a wide-open floor plan with vaulted ceilings, taped & textured","Nicholas White","Old Harbour Company","https://www.homes.com/property/3777-willow-pass-rd-bay-point-ca-unit-85/36fq0l05vlgfk/","3777 Willow Pass Rd Unit 85, Bay Point, CA 94565"
"https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-47/esqfzkblh4p2h/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-47/esqfzkblh4p2h/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-47/esqfzkblh4p2h/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/3301-buchanan-rd-antioch-ca-unit-47/esqfzkblh4p2h/"" role=""link"" aria-label=""3301 Buchanan Rd Unit 47, Antioch, CA 94509"" title=""3301 Buchanan Rd Unit 47, Antioch, CA 94509"">
                                    <img class=""embla__slide__img image-container"" alt=""3301 Buchanan Rd Unit 47, Antioch, CA 94509"" />
                                </a>
                            </div>
                        </div>","/","1","59","$204,900","3 Beds","2 Baths","1,152 Sq Ft","3301 Buchanan Rd Unit 47, Antioch, CA 94509","This beautiful 3-bedroom, 2-bath home features a gourmet kitchen and laminate flooring throughout, showcasing new appliances. It also includes an optional craft room or office with a private entrance, providing versatile space for creativity or work. You'll find ample parking for 3-4 cars, new dual-pane windows, and a brand-new furnace and air conditioning ensuring year-round comfort. The large","Thomas Smith","THOMAS SMITH, BROKER","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-47/esqfzkblh4p2h/","3301 Buchanan Rd Unit 47, Antioch, CA 94509"
"https://www.homes.com/property/4068-barn-hollow-way-antioch-ca/0f5299tjqsmx3/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/4068-barn-hollow-way-antioch-ca/0f5299tjqsmx3/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/4068-barn-hollow-way-antioch-ca/0f5299tjqsmx3/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/4068-barn-hollow-way-antioch-ca/0f5299tjqsmx3/"" role=""link"" aria-label=""4068 Barn Hollow Way, Antioch, CA 94509"" title=""4068 Barn Hollow Way, Antioch, CA 94509"">
                                    <img class=""embla__slide__img image-container"" alt=""4068 Barn Hollow Way, Antioch, CA 94509"" />
                                </a>
                            </div>
                        </div>","/","1","58","$799,000","5 Beds","3 Baths","3,302 Sq Ft","4068 Barn Hollow Way, Antioch, CA 94509","Amazing Expansive Home in wonderful neighborhood! High ceilings and plenty of natural light welcome you in...the luxury flooring, plantation shutters and rooms with water views, keep you here. There is a bedroom and full bathroom on the ground floor that would be perfect for inter-generational living. Great open kitchen with Granite countertops, convenient island with sink, stainless steel","Christopher Anderson","Redfin","https://www.homes.com/property/4068-barn-hollow-way-antioch-ca/0f5299tjqsmx3/","4068 Barn Hollow Way, Antioch, CA 94509"
"https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-118/3ebj1s1cj2f1s/","https://www.homes.com/assets/images/spacer.gif","","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-118/3ebj1s1cj2f1s/","https://www.homes.com/assets/images/spacer.gif","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-118/3ebj1s1cj2f1s/","https://www.homes.com/assets/images/spacer.gif","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/3301-buchanan-rd-antioch-ca-unit-118/3ebj1s1cj2f1s/"" role=""link"" aria-label=""3301 Buchanan Rd Unit 118, Antioch, CA 94509"" title=""3301 Buchanan Rd Unit 118, Antioch, CA 94509"">
                                    <img class=""embla__slide__img image-container"" alt=""3301 Buchanan Rd Unit 118, Antioch, CA 94509"" />
                                </a>
                            </div>
                        </div>","/","1","15","$77,900","1 Bed","1 Bath","672 Sq Ft","3301 Buchanan Rd Unit 118, Antioch, CA 94509","WOW! Price Change! This mobile home in a family community has a Clubhouse, Large Pool, Children's Play area and more. The mobile home has a large bedroom, bathroom with inside laundry, large open kitchen and eating area, bright living area, a spacious deck shaded from the sun. Perfect for having your morning coffee or to hang out on and spend time with family and friends and the best part is the","DEBORAH MAISTERRENA","Re/max Crossroads","https://www.homes.com/property/3301-buchanan-rd-antioch-ca-unit-118/3ebj1s1cj2f1s/","3301 Buchanan Rd Unit 118, Antioch, CA 94509"
